DATE-TIME,MAC-ADDRESS,TEST-ANTEN1,TEST-ANTEN2,ERROR-CODE,TOTAL-RESULT
2018/05/25 08:42:03,00:AA:BB:01:23:40,PASS,PASS,,PASS
2018/05/25 08:49:24,00:AA:BB:01:23:40,PASS,PASS,,PASS
2018/05/25 09:54:53,00:AA:BB:01:23:40,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,,FAIL
2018/05/25 10:02:40,00:AA:BB:01:23:40,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,,FAIL
2018/05/25 10:08:53,00:AA:BB:01:23:40,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,,FAIL
