DATE-TIME,MAC-ADDRESS,CALIB-FREQ,CALIB-POWER-2G,CALIB-POWER-5G,TEST-SENS-2G,TEST-SENS-5G,VERIFY-SIGNAL-2G,VERIFY-SIGNAL-5G,ERROR-CODE,TOTAL-RESULT
2018/05/24 16:44:24,00:AA:BB:01:23:40,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,,FAIL
2018/05/24 16:50:21,00:AA:BB:01:23:40,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,PASS
