DATE-TIME,MAC-ADDRESS,CALIB-FREQ,CALIB-POWER-2G,CALIB-POWER-5G,TEST-SENS-2G,TEST-SENS-5G,VERIFY-SIGNAL-2G,VERIFY-SIGNAL-5G,ERROR-CODE,TOTAL-RESULT
2018/06/12 08:35:06,00:AA:BB:01:23:40,-,-,-,PASS,PASS,PASS,FAIL,,FAIL
2018/06/12 09:09:37,00:AA:BB:01:23:40,PASS,PASS,PASS,PASS,PASS,PASS,PASS,,PASS
2018/06/12 09:29:31,A4:F4:C2:21:56:23,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,,FAIL
2018/06/12 10:48:03,00:AA:BB:01:23:40,PASS,PASS,,PASS
2018/06/12 15:30:51,A4:F4:C2:21:56:23,-,-,-,-,-,PASS,FAIL,,FAIL
2018/06/12 15:48:59,A4:F4:C2:21:56:23,-,-,-,-,-,-,FAIL,,FAIL
2018/06/12 16:02:41,A4:F4:C2:21:56:23,-,-,-,-,-,-,FAIL,,FAIL
2018/06/12 16:30:34,A4:F4:C2:21:56:23,-,-,-,-,-,-,FAIL,,FAIL
2018/06/12 16:38:05,A4:F4:C2:21:56:23,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,,FAIL
