DATE-TIME,MAC-ADDRESS,CALIB-FREQ,CALIB-POWER-2G,CALIB-POWER-5G,TEST-SENS-2G,TEST-SENS-5G,VERIFY-SIGNAL-2G,VERIFY-SIGNAL-5G,ERROR-CODE,TOTAL-RESULT
2018/06/19 15:14:30,A4:F4:C2:21:56:23,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,,FAIL
2018/06/19 15:40:10,A4:F4:C2:21:56:23,-,-,-,-,-,PASS,-,,PASS
2018/06/19 15:44:49,A4:F4:C2:21:56:23,-,-,-,-,-,PASS,-,,PASS
