RANGEFREQ,ANTEN,WIFI,RATE,BANDWIDTH,CHANNEL,POWER-LIMIT,POWER-ACTUAL,EVM-MAX,EVM-ACTUAL,FREQ-ERROR,RESULT
2G,1,802.11n,MCS7,20,1,17~21.5,19.41,-28,-30.14,-7389.06,FAIL
2G,1,802.11n,MCS7,20,6,17~21.5,18.71,-28,-30.34,-7440.51,FAIL
2G,1,802.11n,MCS7,20,11,17~21.5,19.19,-28,-28.48,-7489.55,FAIL
2G,2,802.11n,MCS7,20,1,17~21.5,19.54,-28,-30.2,-7410.69,FAIL
2G,2,802.11n,MCS7,20,6,17~21.5,19.84,-28,-27.87,-7469.22,FAIL
2G,2,802.11n,MCS7,20,11,17~21.5,19.85,-28,-28.37,-7513.46,FAIL
5G,1,802.11ac,MCS0,80,42,19~23.5,21.47,-5,-16.9,-15771.71,FAIL
5G,1,802.11ac,MCS0,80,106,19~23.5,20.77,-5,-19.52,-16878.1,FAIL
5G,1,802.11ac,MCS0,80,155,19~23.5,21.4,-5,-19.91,-17733.9,FAIL
5G,2,802.11ac,MCS0,80,42,19~23.5,21.61,-5,-15.09,-15988.97,FAIL
5G,2,802.11ac,MCS0,80,106,19~23.5,21.21,-5,-20.42,-17089.5,FAIL
5G,2,802.11ac,MCS0,80,155,19~23.5,21.44,-5,-19.8,-17811.13,FAIL
5G,1,802.11ac,MCS9,80,42,14~18.5,17.4,-32,-33.02,-16197.36,FAIL
5G,1,802.11ac,MCS9,80,106,14~18.5,16.26,-32,-33.69,-17214.21,FAIL
5G,1,802.11ac,MCS9,80,155,14~18.5,16.67,-32,-31.22,-18049.5,FAIL
5G,2,802.11ac,MCS9,80,42,14~18.5,17.77,-32,-31.38,-16215.41,FAIL
5G,2,802.11ac,MCS9,80,106,14~18.5,16.65,-32,-32.91,-17251.07,FAIL
5G,2,802.11ac,MCS9,80,155,14~18.5,16.74,-32,-33.44,-17967.87,FAIL
