RANGEFREQ,ANTEN,WIFI,RATE,BANDWIDTH,CHANNEL,POWER-LIMIT,POWER-ACTUAL,EVM-MAX,EVM-ACTUAL,FREQ-ERROR,RESULT
2G,1,802.11n,MCS7,20,1,17~21.5,19.87,-28,-29,-4383,PASS
2G,1,802.11n,MCS7,20,6,17~21.5,19.13,-28,-29.4,-4444,PASS
2G,1,802.11n,MCS7,20,11,17~21.5,19.39,-28,-28.2,-4432,PASS
2G,2,802.11n,MCS7,20,1,17~21.5,19.69,-28,-30.5,-4006,PASS
2G,2,802.11n,MCS7,20,6,17~21.5,19.9,-28,-28.3,-4003,PASS
2G,2,802.11n,MCS7,20,11,17~21.5,19.58,-28,-29.3,-3925,PASS
5G,1,802.11ac,MCS0,80,42,19~23.5,21.68,-5,-21.8,-8024,PASS
5G,1,802.11ac,MCS0,80,106,19~23.5,21.63,-5,-22.7,-8977,PASS
5G,1,802.11ac,MCS0,80,155,19~23.5,22,-5,-24,-9122,PASS
5G,2,802.11ac,MCS0,80,42,19~23.5,21.87,-5,-19.3,-8258,PASS
5G,2,802.11ac,MCS0,80,106,19~23.5,22,-5,-25.1,-8860,PASS
5G,2,802.11ac,MCS0,80,155,19~23.5,22,-5,-23.7,-9375,PASS
5G,1,802.11ac,MCS9,80,42,14~18.5,17.69,-32,-35.2,-8413,PASS
5G,1,802.11ac,MCS9,80,106,14~18.5,17.4,-32,-36.9,-9035,PASS
5G,1,802.11ac,MCS9,80,155,14~18.5,17.42,-32,-35.4,-9292,PASS
5G,2,802.11ac,MCS9,80,42,14~18.5,17.94,-32,-33.6,-8397,PASS
5G,2,802.11ac,MCS9,80,106,14~18.5,17.6,-32,-36.4,-9007,PASS
5G,2,802.11ac,MCS9,80,155,14~18.5,17.46,-32,-36.3,-9278,PASS
